,Confederation,Stadium,City,HomeTeams,Capacity,Country,IOC,Population,UCLChampions,UELChampion,UCLFinalStadium ,UELFinalStadium,Capacidad/1000Habs,Latitude,Longitude
1283,UEFA,Stadion Gurzelen,Biel/Bienne,FC Biel-Bienne,5500,Switzerland,SUI,8508898,FALSE,FALSE,FALSE,FALSE,0.646382,47.1458593,7.2614586
1284,UEFA,Stadion Schützenwiese,Winterthur,FC Winterthur,8550,Switzerland,SUI,8508898,FALSE,FALSE,FALSE,FALSE,1.00483,47.5007768,8.7174911
1285,UEFA,Stockhorn Arena,Thun,FC Thun,9500,Switzerland,SUI,8508898,FALSE,FALSE,FALSE,FALSE,1.116478,46.7443308,7.6065571
1286,UEFA,swissporarena,Lucerne,FC Luzern,17500,Switzerland,SUI,8508898,FALSE,FALSE,FALSE,FALSE,2.056671,47.0329236,8.3051457
1287,UEFA,Tissot Arena,Biel/Bienne,FC Biel-Bienne,5200,Switzerland,SUI,8508898,FALSE,FALSE,FALSE,FALSE,0.611125,47.1559785,7.2809989
1288,UEFA,Tourbillon,Sion,FC Sion,20187,Switzerland,SUI,8508898,FALSE,FALSE,FALSE,FALSE,2.372458,46.2364382,7.3669829
1289,UEFA,19 Eylül Stadyumu,Ordu,Orduspor,11024,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.136418,40.982695,37.877195
1290,UEFA,19 May?s Stadyumu,Ankara,"Gençlerbirli?i, Ankaragücü, Ankarasp",20070,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.248359,39.939205,32.846289
1291,UEFA,19 May?s Stadyumu,Samsun,Samsunspor,33919,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.419735,41.269398,36.3554648
1292,UEFA,19 May?s Stadyumu,Manisa,"Manisaspor, Akhisar Belediyespor",16597,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.205382,38.6233811,27.43895
1293,UEFA,Adana 5 Ocak Stadyumu,Adana,Adanaspor,16123,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.199516,36.998942,35.3296829
1294,UEFA,Akdeniz Üniversitesi Stadyumu,Antalya,Sin Equipo,7083,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.087649,36.8945899,30.6495977
1295,UEFA,Antalya Arena,Antalya,Antalyaspor,32539,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.402658,36.8879742,30.6679201
1296,UEFA,Atatürk Olimpiyat Stadyumu,Istanbul,Sin Equipo,76092,Turkey,TUR,80810525,FALSE,FALSE,TRUE,FALSE,0.94161,41.0744707,28.7656842
1297,UEFA,Atatürk Stadyumu,Bursa,Bursaspor,25661,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.317545,40.21081,29.0094247
1298,UEFA,Atatürk Stadyumu,Konya,Sin Equipo,22559,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.279159,37.8662496,32.4809762
1299,UEFA,Beykoz Stadyumu,Istanbul,Beykozspor 1908,3500,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.043311,41.1236619,29.1010559
1300,UEFA,Bornova Stadyumu,Izmir,"Göztepe, Alt?nordu, Bornova Belediyespor",6049,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.074854,38.4470667,27.2613317
1301,UEFA,Çaykur Didi Stadyumu,Rize,Çaykur Rizespor,15558,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.192524,41.0419878,40.5732466
1302,UEFA,Çetin Emeç Stadyumu,Istanbul,Bayrampa?a,3300,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.040836,41.0379691,28.9053029
1303,UEFA,Fatih Terim Stadyumu,Istanbul,IBFK,17319,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.214316,41.122784,28.8087189
1304,UEFA,Gaziantep Stadyumu,Gaziantep,Gaziantepspor,35574,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.440215,37.1237337,37.3825855
1305,UEFA,Gümü?hane Stadyumu,Gümü?hane,Gümü?hanespor,4000,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.049499,40.472647,39.4620378
1306,UEFA,Hasan Polat Stadyumu,Istanbul,Maltepespor,5000,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.061873,40.9204456,29.1313305
1307,UEFA,Hüseyin Avni Aker Stadyumu,Trabzon,Sin Equipo,24169,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.299082,41.0064747,39.7122472
1308,UEFA,?zmir Atatürk Stadyumu,Izmir,Göztepe,51295,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.634756,38.4349544,27.1779803
1309,UEFA,Kadir Has Stadyumu,Kayseri,"Kayserispor, Erciyesspor",32864,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.40668,38.736982,35.421842
1310,UEFA,Kamil Ocak Stadyumu,Gaziantep,Sin Equipo,16981,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.210134,37.067525,37.3776851
1311,UEFA,Kartal Stadyumu,Istanbul,Kartalspor,7195,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.089035,40.891456,29.191379
1312,UEFA,MedicalPark Stadyumu,Trabzon,Trabzonspor,41461,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.513064,,
1313,UEFA,Mersin Arena,Mersin,?dman Yurdu,25534,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.315974,36.8206599,34.5389363
1314,UEFA,Mimar Yahya Ba? Stadyumu,Istanbul,Güngörenspor,7589,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.093911,41.0236931,28.8795925
1315,UEFA,Necmi Kad?o?lu Stadyumu,Istanbul,Sin Equipo,7500,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.09281,41.024246,28.697816
1316,UEFA,Osmanl? Stadyumu,Sincan,Osmanl?spor,18029,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.223102,40.0115625,32.5024386
1317,UEFA,Özer Türk Stadyumu,Kusadasi,Ku?adas?spor,8000,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.098997,37.8484752,27.2506858
1318,UEFA,Recep Tayyip Erdo?an Stadyumu,Istanbul,Kas?mpa?a Spor,14234,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.17614,41.0323275,28.9719451
1319,UEFA,Sivas Arena,Sivas,Sivasspor,27532,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.340698,39.7286298,36.9840482
1320,UEFA,Timsah Arena,Bursa,Bursaspor,43877,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.542961,40.21081,29.0094247
1321,UEFA,Torku Arena,Konya,Konyaspor,41981,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.519499,37.9462451,32.48801
1322,UEFA,Türk Telekom Stadium,Istanbul,Galatasaray,52695,Turkey,TUR,80810525,FALSE,TRUE,FALSE,FALSE,0.652081,41.1180768,29.0482541
1323,UEFA,Sukru Saracoglu Stadyumu,Istanbul,Fenerbahçe,50509,Turkey,TUR,80810525,FALSE,FALSE,FALSE,TRUE,0.62503,40.9877414,29.0368233
1324,UEFA,Vodafone Park,Istanbul,Be?ikta?,41903,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.518534,41.0393954,28.9941087
1325,UEFA,Yeni Eski?ehir Stadyumu,Eski?ehir,Eski?ehirspor,34930,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.432246,39.7623815,30.4679136
1326,UEFA,Yeni Malatya Stadyumu,Malatya,Yeni Malatyaspor,27044,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.334659,38.3364112,38.4464615
1327,UEFA,Yeni Sakarya Stadyumu,Sakarya,Sakaryaspor,28154,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.348395,40.7804295,30.4326372
1328,UEFA,Yusuf Ziya Öni? Stadyumu,Istanbul,Sar?yer,5000,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.061873,41.1727731,29.0502165
1329,UEFA,Zeytinburnu Stadyumu,Istanbul,Zeytinburnuspor,16000,Turkey,TUR,80810525,FALSE,FALSE,FALSE,FALSE,0.197994,40.994299,28.9113348
1330,UEFA,Arena Lviv,Lviv,FK Lviv,34512,Ukraine,UKR,42418235,FALSE,FALSE,FALSE,FALSE,0.813612,49.7748575,24.0277051
1331,UEFA,Dnipro Arena,Dnipropetrovsk,Dnipro,31003,Ukraine,UKR,42418235,FALSE,FALSE,FALSE,FALSE,0.730888,48.4603848,35.0324394
1332,UEFA,Donbass Arena,Donieck,Shakhtar Donetsk,51504,Ukraine,UKR,42418235,FALSE,TRUE,FALSE,FALSE,1.214195,48.0211066,37.8102215
1333,UEFA,Lafort Arena,Dobromyl,FK Lviv,3220,Ukraine,UKR,42418235,FALSE,FALSE,FALSE,FALSE,0.075911,49.5761119,22.8016913
1334,UEFA,NSC Olimpiyskiy,Kiev,Dynamo,70050,Ukraine,UKR,42418235,FALSE,FALSE,TRUE,FALSE,1.651412,50.4334058,30.521856
1335,UEFA,Obolon Arena,Kiev,Obolon,5103,Ukraine,UKR,42418235,FALSE,FALSE,FALSE,FALSE,0.120302,50.5270975,30.5075239
1336,UEFA,RSK Olimpiyskyi,Donieck,Szachtar,25678,Ukraine,UKR,42418235,FALSE,FALSE,FALSE,FALSE,0.605353,48.0192876,37.8030247
1337,UEFA,S?awutycz Arena,Zaporizhia,Meta?urh,11883,Ukraine,UKR,42418235,FALSE,FALSE,FALSE,FALSE,0.280139,47.859427,35.097028
1338,UEFA,Sportiwnyj Kompleks Podilya,Khmelnytskyi,FK Podilya,10000,Ukraine,UKR,42418235,FALSE,FALSE,FALSE,FALSE,0.235748,49.422983,26.9871331
1339,UEFA,Stadion Awangard,Luhansk,Zorja,22320,Ukraine,UKR,42418235,FALSE,FALSE,FALSE,FALSE,0.526189,48.574041,39.307815
1340,UEFA,Stadion Awangard,Uzhhorod,FK Zakarpattia,12000,Ukraine,UKR,42418235,FALSE,FALSE,FALSE,FALSE,0.282897,48.6234901,22.2762344
1341,UEFA,Stadion Bukovyna,Chernivtsi,Bukovyna,12000,Ukraine,UKR,42418235,FALSE,FALSE,FALSE,FALSE,0.282897,48.2750673,25.9421844
1342,UEFA,Stadion Centralnyj,Ternopil,Nywa,12750,Ukraine,UKR,42418235,FALSE,FALSE,FALSE,FALSE,0.300578,49.5530341,25.6092751
1343,UEFA,Stadion Chernomorets,Odesa,Czornomorec,34164,Ukraine,UKR,42418235,FALSE,FALSE,FALSE,FALSE,0.805408,46.4806846,30.7553659
1344,UEFA,Stadion Illichivets,Mariupil,Illichivets,12680,Ukraine,UKR,42418235,FALSE,FALSE,FALSE,FALSE,0.298928,47.1439024,37.5584657
1345,UEFA,Stadion im W. ?obanowskiego,Kiev,Dynamo,16873,Ukraine,UKR,42418235,FALSE,FALSE,FALSE,FALSE,0.397777,50.450401,30.5351007
1346,UEFA,Stadion Jubilejnyj,Sumy,FK Sumy,26000,Ukraine,UKR,42418235,FALSE,FALSE,FALSE,FALSE,0.612944,50.902773,34.7998796
1347,UEFA,Stadion Lokomotyv,Simferopol,Tavria,19978,Ukraine,UKR,42418235,FALSE,FALSE,FALSE,FALSE,0.470977,44.9436571,34.0894654
1348,UEFA,Stadion Metalist,Kharkiv,Shakhtar,38613,Ukraine,UKR,42418235,FALSE,FALSE,FALSE,FALSE,0.910292,49.9808776,36.2615479
1349,UEFA,Stadion Metalurga,Krivyi Rih,Krywbas,29783,Ukraine,UKR,42418235,FALSE,FALSE,FALSE,FALSE,0.702127,47.910483,33.391783
1350,UEFA,Stadion Meteor,Dnipropetrovsk,Dnipro,24381,Ukraine,UKR,42418235,FALSE,FALSE,FALSE,FALSE,0.574776,48.436429,35.0029296
1351,UEFA,Stadion NTK,Kiev,Sin Equipo,1678,Ukraine,UKR,42418235,FALSE,FALSE,FALSE,FALSE,0.039558,50.4290635,30.5252413
1352,UEFA,Stadion Ruch,Ivano-Frankivsk,Prykarpattya,15000,Ukraine,UKR,42418235,FALSE,FALSE,FALSE,FALSE,0.353622,48.9080966,24.6959232
1353,UEFA,Stadion Stali,Altchevs'k,Stal,12000,Ukraine,UKR,42418235,FALSE,FALSE,FALSE,FALSE,0.282897,48.4741767,38.797558
1354,UEFA,Stadion Szachtara,Donieck,Metalurg,31718,Ukraine,UKR,42418235,FALSE,FALSE,FALSE,FALSE,0.747744,48.0211066,37.8102215
1355,UEFA,Stadion Ukraina,Lviv,Karpaty,28051,Ukraine,UKR,42418235,FALSE,FALSE,FALSE,FALSE,0.661296,49.8193423,24.0481317
1356,UEFA,Stadion Vorskla,Poltava,Vorskla,24795,Ukraine,UKR,42418235,FALSE,FALSE,FALSE,FALSE,0.584536,49.5947837,34.5492705
1357,UEFA,Bangor University Stadium,Bangor,Bangor City,3000,Wales,WAL,3125000,FALSE,FALSE,FALSE,FALSE,0.96,53.225472,-4.1499594
1358,UEFA,Cardiff City Stadium,Cardiff,Cardiff City,32898,Wales,WAL,3125000,FALSE,FALSE,FALSE,FALSE,10.52736,51.4728226,-3.2030122
1359,UEFA,Liberty Stadium,Swansea,Swansea City,21088,Wales,WAL,3125000,FALSE,FALSE,FALSE,FALSE,6.74816,51.6427499,-3.9345855
1360,UEFA,Parc y Scarlets,Llanelli,"Scarlets, Llanelli RFC",14870,Wales,WAL,3125000,FALSE,FALSE,FALSE,FALSE,4.7584,51.6783667,-4.1282302
1361,UEFA,Park Avenue,Aberystwyth,Aberystwyth Town,5000,Wales,WAL,3125000,FALSE,FALSE,FALSE,FALSE,1.6,52.4121828,-4.0811581
1362,UEFA,Millennium Stadium,Cardiff,Sin Equipo,74500,Wales,WAL,3125000,FALSE,FALSE,TRUE,FALSE,23.84,51.4782085,-3.1826341
1363,UEFA,Racecourse Ground,Wrexham,Wrexham AFC,15850,Wales,WAL,3125000,FALSE,FALSE,FALSE,FALSE,5.072,53.051894,-3.003746
